username,job_titles,skills
abhishekbose550,"[co-founder,undergraduate researcher,summer research intern,research intern,machine learning engineer ii ]","[matlab,arduino,robotics,computer vision,image processing,embedded systems,verilog,mems,guitar playing,singing,sketching,electronics,computer science,linux,machine learning,deep learning,acoustic modeling,c,c++,python,leadership,microsoft excel,public speaking,python (programming language)]"
abhishekchauhan17,"[coordinator,software engineer,software engineer]","[competitive programming,programming,algorithms,c (programming language),tensorflow,linux,git,react.js,node.js,express.js,mongodb,c++,java,javascript,data structures,python (programming language)]"
abhishekdalakoti,"[member of technical staff,web developer internship,software engineer-2 ,software engineer,software developer]","[node.js,php,django,machine learning,data mining,artificial intelligence (ai),deep learning,programming,software development,object-oriented programming (oop),blockchain,git,c (programming language),angularjs,laravel,sails.js,bootstrap,rest api,representational state transfer (rest),graphql,nestjs,jquery,django rest framework,front-end development,c++,sql,html,mysql,javascript,data analysis,data structures,python (programming language)]"
abhishekdebnath26,"[regional lead,deputy mm ceo,demand manager,business development intern,category associate - hyperpure]","[supply chain management,inventory optimization,category management,digital marketing,search engine optimization (seo),inventory management,google data studio,microsoft power bi,sql,microsoft excel,team management]"
abhishekdimri,"[legal counsel,associate,associate]","[corporate law,arbitration,legal writing,litigation,dispute resolution,legal research,legal compliance,joint ventures,intellectual property,international law,employment law,document drafting,corporate governance,negotiation,commercial litigation,oil & gas industry,licensing,competition law,oil & gas industry specific contracts,contractual agreements,energy industry,oil & gas m&a,upstream and downstream contracts,legal budgeting,legal mis,media analysis,thought leadership,employee engagement,leadership,lifelong learning,communication,constructive feedback,personal development,personal branding,executive leadership,self-confidence,coaching,high performance teams,team leadership,people management,employee coaching,change management,leading positive change,organizational leadership,decision-making,systems thinking,data science,data analytics,critical thinking,microsoft word]"
abhishekgajraj,"[founder  & ceo,founder,co-founder,product manager,product manager]","[social media,marketing strategy,entrepreneurship,operations management,competitive analysis,marketing communications,event management,key account management,business planning,business intelligence,powerpoint,team building,teamwork,marketing,leadership,management,market research,team leadership,team management,microsoft office,business strategy,business development,microsoft powerpoint]"
abhishekgoyal8,"[engagement manager - deals strategy,public policy intern,graduate student instructor and research assistant,supply chain intern,engineer and team lead,research intern,production intern,manufacturing intern,supplier quality improvement engineer,chief of staff / strategy @ co-founders' office,consultant]","[management consulting,engineering,financial modeling,manufacturing,six sigma,fmea,testing,simulations,quality control,product development,process engineering,product design,finite element analysis,simulation,industrial engineering,quality management,sales operations,matlab,ansys,autocad,minitab,solidworks,tableau,negotiation,cross-functional team leadership,atomic layer deposition,integer programming,data analytics,business modeling,c++,microsoft excel,microsoft office,project management,microsoft powerpoint]"
abhishekh-khanapur-6a3723172,"[procurement engineer,supplier quality engineer]","[basics of computer ,leadership,management,microsoft word,microsoft excel,customer service,microsoft office]"
abhishekjain885,"[senior software engineer - android,software engineer - android ,software engineer - android,software developer intern,software developer intern,senior software engineer]","[android development,programming,design patterns,object-oriented programming (oop),android,linux,rxandroid,python,git,tensorflow,jira,subversion,kotlin,android sdk,xml,model-view-viewmodel (mvvm),android studio,algorithms,sql,html,java,mysql,python,research,leadership,data structures,project management]"
abhishekjariwala,"[manager - central operations,business development intern,central strategy - growth ]","[microsoft excel,strategic planning,public speaking,strategy,analytical skills,microsoft office,microsoft powerpoint,powerpoint,sql,tableau,management,teamwork,leadership]"
abhishekk-lal-naikk-987179181,"[events head udyam-20,panel member(robotics club),student,events manager maze explorer technex-20,reasearch and development intern,maze xplorer co-cordinator,mentor robotron,software engineer]","[computer vision,robotics,deep learning,machine learning,image processing,printed circuit board (pcb) design,digital electronics,arduino ide,matlab,arduino,uav,raspberry pi,unmanned vehicles,internet of things (iot),css,node.js,full stack web development,c++,html,javascript,python (programming language)]"
